5054092776878729,RichardJefferson329221
5054076113121865,RichardJefferson942172
5054061613953570,RichardJefferson610874
5054027551257266,RichardJefferson215477
5054083337794257,RichardJefferson246119
5054066987905537,RichardJefferson155010
5053955496440558,RichardJefferson571670
5054080787018433,RichardJefferson428856
5054040114049765,RichardJefferson661001
5054062836675318,RichardJefferson566786
5054089207100156,RichardJefferson589949
5054085822771924,RichardJefferson548923
5054077335450317,RichardJefferson338511
5054093944795653,RichardJefferson908348
5054028889485847,RichardJefferson196736
5054093944861281,RichardJefferson109205
5054072345211431,RichardJefferson588447
5054092776895158,RichardJefferson269982
5054073596097242,RichardJefferson684614
5054092776944233,RichardJefferson819550
5054040113951309,RichardJefferson465427
5054093944713829,RichardJefferson451900
5054038912381606,RichardJefferson947923
5054079592297098,RichardJefferson954478
5054060131725868,RichardJefferson960264
5054073596310254,RichardJefferson113441
5054093944877714,RichardJefferson453599
5054088173761100,RichardJefferson348400
5054085822558844,RichardJefferson916893
5054093944812085,RichardJefferson927539
5054093944762956,RichardJefferson265559
5054083337859818,RichardJefferson730209
5054080786788997,RichardJefferson386194
5054071135548107,RichardJefferson245298
5054069563470536,RichardJefferson365359
5054080786936429,RichardJefferson443554
5054031632101947,RichardJefferson620068
5054030266381037,RichardJefferson847591
5054088173908633,RichardJefferson361290
5054074850898614,RichardJefferson836762
5054027551257164,RichardJefferson526826
5054079592428214,RichardJefferson190530
5054027551437400,RichardJefferson669484
5054091544883780,RichardJefferson936437
5054088173679250,RichardJefferson423040
5054077335401011,RichardJefferson931138
5054062836789950,RichardJefferson922470
5054068243280410,RichardJefferson140865
5054090363761327,RichardJefferson426831
5054072345244306,RichardJefferson717378
5053955496522243,RichardJefferson428484
5054060132610710,RichardJefferson765532
5054062836658694,RichardJefferson863757
5054076113072837,RichardJefferson698208
5054060131758620,RichardJefferson642058
5054089206985299,RichardJefferson462552
5054061614019074,RichardJefferson799709
5054074851095125,RichardJefferson320709
5054031632265728,RichardJefferson204702
5054038912152125,RichardJefferson650593
5054085822657225,RichardJefferson982970
5054085822771726,RichardJefferson194862
5054073596113617,RichardJefferson941807
5054088173925065,RichardJefferson278431
5054066988020366,RichardJefferson206281
5054066987823827,RichardJefferson301138
5054062836708069,RichardJefferson333390
5054078486114860,RichardJefferson888020
5054038912135749,RichardJefferson949453
5054083337810435,RichardJefferson460724
5054061613888122,RichardJefferson241132
5054038912135874,RichardJefferson834839
5054092776796777,RichardJefferson293076
5054074851078817,RichardJefferson528919
5054036231500411,RichardJefferson497539
5054062836806326,RichardJefferson743783
5054091544703518,RichardJefferson522783
5053955496440333,RichardJefferson984185
5054078486196896,RichardJefferson898502
5054027551290019,RichardJefferson509789
5054066987889162,RichardJefferson503983
5054088173859526,RichardJefferson119981
5054077335450212,RichardJefferson274824
5054028889223830,RichardJefferson123195
5054092776911481,RichardJefferson421711
5054026354242281,RichardJefferson172866
5054089206919870,RichardJefferson473194
5054076112892516,RichardJefferson983984
5054031632396819,RichardJefferson400307
5054092776960609,RichardJefferson169434
5054071135761089,RichardJefferson824483
5054071135744632,RichardJefferson517216
5054065838846476,RichardJefferson973526
5054080787034871,RichardJefferson274425
5054038912185007,RichardJefferson612890
5054091544851171,RichardJefferson756341
5054064411357862,RichardJefferson962918
5054086953677361,RichardJefferson580003
5054091544687337,RichardJefferson959935
5054061613969946,RichardJefferson729352
5054084526076666,RichardJefferson956708
5054084525945561,RichardJefferson129845
5054079592526480,RichardJefferson454857
5054038912185057,RichardJefferson183123
5054060131627609,RichardJefferson157476
5053955496571498,RichardJefferson775840
5054071135630017,RichardJefferson794651
5054093944746525,RichardJefferson746989
5054064411521665,RichardJefferson283256
5054030266577629,RichardJefferson504396
5054080787067624,RichardJefferson467167
5054027551404722,RichardJefferson613537
5054072345080546,RichardJefferson904861
5054038912365224,RichardJefferson553508
5054072345080490,RichardJefferson507848
5054084526060066,RichardJefferson311543
5054076112941756,RichardJefferson976113
5054062836691694,RichardJefferson934097
5054082068591168,RichardJefferson834103
5054040113902305,RichardJefferson888200
5054077335351833,RichardJefferson519947
5054069563486720,RichardJefferson810766
5054089206968975,RichardJefferson926445
5054066987905786,RichardJefferson929923
5054064411472426,RichardJefferson353594
5054069563519489,RichardJefferson935361
5054038912201433,RichardJefferson585623
5054038912234070,RichardJefferson846300
5054093944762901,RichardJefferson970607
5054031632118451,RichardJefferson749614
5054085822509684,RichardJefferson865705
5054086953546435,RichardJefferson390009
5054084525945505,RichardJefferson275638
5054040114000637,RichardJefferson285786
5054090363761277,RichardJefferson205546
5054086953562878,RichardJefferson525565
5054038912283248,RichardJefferson708700
5054085822526166,RichardJefferson547231
5053955496571442,RichardJefferson852723
5054076113105489,RichardJefferson924231
5054073596261070,RichardJefferson970626
5054066988069598,RichardJefferson948409
5054083337941512,RichardJefferson422977
5054066987971188,RichardJefferson276536
5054085822738980,RichardJefferson180711
5054071135761034,RichardJefferson676062
5054069563437592,RichardJefferson828323
5054091544719896,RichardJefferson196238
5054079592493728,RichardJefferson131734
5053955496505864,RichardJefferson840363
5054037803921931,RichardJefferson312715
5054040114082467,RichardJefferson751633
5054091544802025,RichardJefferson405808
5054065838863005,RichardJefferson883646
5054068243034664,RichardJefferson366730
5054038912168569,RichardJefferson689046
